IP:PORT, LOSS, DELAY
188.114.96.161:4233,0.00%,202 ms
188.114.99.44:894,0.00%,202 ms
188.114.99.160:4177,0.00%,202 ms
188.114.97.243:1180,0.00%,202 ms
188.114.98.168:946,0.00%,202 ms
188.114.96.44:939,0.00%,202 ms
188.114.99.69:8319,0.00%,202 ms
188.114.99.9:890,0.00%,202 ms
188.114.96.163:2371,0.00%,202 ms
188.114.97.73:987,0.00%,202 ms
188.114.99.245:928,0.00%,202 ms
188.114.96.72:864,0.00%,202 ms
188.114.96.4:908,0.00%,202 ms
188.114.98.209:934,0.00%,202 ms
188.114.97.234:891,0.00%,202 ms
188.114.98.238:859,0.00%,202 ms
188.114.99.71:880,0.00%,202 ms
188.114.99.130:500,0.00%,202 ms
188.114.98.38:955,0.00%,202 ms
188.114.98.71:928,0.00%,202 ms
188.114.98.74:946,0.00%,202 ms
188.114.99.27:3476,0.00%,202 ms
188.114.98.132:878,0.00%,203 ms
188.114.99.159:4177,0.00%,203 ms
188.114.98.74:859,0.00%,203 ms
188.114.98.76:946,0.00%,203 ms
188.114.97.49:945,0.00%,203 ms
188.114.97.35:955,0.00%,203 ms
188.114.97.68:1014,0.00%,203 ms
188.114.99.97:8319,0.00%,203 ms
188.114.97.185:7152,0.00%,203 ms
188.114.96.44:7103,0.00%,203 ms
188.114.99.50:1387,0.00%,203 ms
188.114.99.153:7281,0.00%,203 ms
188.114.98.48:7156,0.00%,203 ms
188.114.98.137:880,0.00%,203 ms
188.114.99.51:1387,0.00%,203 ms
188.114.96.176:8854,0.00%,203 ms
188.114.96.93:8319,0.00%,203 ms
188.114.97.69:1014,0.00%,203 ms
188.114.96.210:1180,0.00%,203 ms
188.114.97.160:2506,0.00%,203 ms
188.114.96.42:864,0.00%,203 ms
188.114.97.97:7156,0.00%,203 ms
188.114.97.238:4233,0.00%,203 ms
188.114.99.176:4233,0.00%,203 ms
188.114.98.227:955,0.00%,203 ms
188.114.96.154:4233,0.00%,203 ms
188.114.98.17:854,0.00%,203 ms
188.114.99.243:928,0.00%,203 ms
188.114.99.174:500,0.00%,203 ms
188.114.97.181:8886,0.00%,203 ms
188.114.98.213:1180,0.00%,203 ms
188.114.98.135:880,0.00%,203 ms
188.114.98.46:955,0.00%,203 ms
188.114.97.189:903,0.00%,203 ms
188.114.98.70:928,0.00%,203 ms
188.114.96.82:864,0.00%,203 ms
188.114.99.73:880,0.00%,203 ms
188.114.96.115:8886,0.00%,203 ms
188.114.97.214:854,0.00%,203 ms
188.114.98.180:7152,0.00%,203 ms
188.114.96.53:7103,0.00%,203 ms
188.114.97.41:3138,0.00%,203 ms
188.114.96.165:4233,0.00%,203 ms
188.114.96.177:8854,0.00%,203 ms
188.114.98.58:928,0.00%,203 ms
188.114.96.229:942,0.00%,203 ms
188.114.98.100:8854,0.00%,203 ms
188.114.99.142:500,0.00%,203 ms
188.114.98.129:878,0.00%,203 ms
188.114.99.166:500,0.00%,203 ms
188.114.96.53:939,0.00%,203 ms
188.114.96.83:864,0.00%,203 ms
188.114.96.101:968,0.00%,203 ms
188.114.97.69:987,0.00%,203 ms
188.114.97.195:7152,0.00%,203 ms
188.114.97.240:4233,0.00%,203 ms
188.114.98.61:928,0.00%,203 ms
188.114.99.167:500,0.00%,203 ms
188.114.99.5:945,0.00%,203 ms
188.114.99.199:864,0.00%,203 ms
188.114.98.237:859,0.00%,203 ms
188.114.99.129:1002,0.00%,203 ms
188.114.96.142:890,0.00%,203 ms
188.114.99.99:1002,0.00%,203 ms
188.114.98.54:7156,0.00%,203 ms
188.114.98.187:1387,0.00%,203 ms
188.114.99.132:500,0.00%,203 ms
188.114.98.101:8854,0.00%,203 ms
188.114.97.51:1074,0.00%,203 ms
188.114.98.29:854,0.00%,203 ms
188.114.97.212:946,0.00%,203 ms
188.114.97.137:7156,0.00%,203 ms
188.114.99.149:4177,0.00%,203 ms
188.114.98.190:1387,0.00%,203 ms
188.114.99.57:1387,0.00%,203 ms
188.114.99.198:2506,0.00%,203 ms
188.114.98.31:8742,0.00%,203 ms
188.114.98.49:7156,0.00%,203 ms
188.114.99.236:928,0.00%,203 ms
188.114.99.227:8854,0.00%,203 ms
188.114.96.157:2371,0.00%,203 ms
188.114.98.158:1387,0.00%,203 ms
188.114.98.209:1180,0.00%,203 ms
188.114.99.0:890,0.00%,203 ms
188.114.96.27:864,0.00%,203 ms
188.114.96.71:864,0.00%,204 ms
188.114.96.79:864,0.00%,204 ms
188.114.98.112:945,0.00%,204 ms
188.114.99.197:7103,0.00%,204 ms
188.114.98.205:934,0.00%,204 ms
188.114.96.201:1010,0.00%,204 ms
188.114.99.174:4233,0.00%,204 ms
188.114.97.12:7559,0.00%,204 ms
188.114.97.138:3581,0.00%,204 ms
188.114.96.9:908,0.00%,204 ms
188.114.99.240:928,0.00%,204 ms
188.114.97.145:942,0.00%,204 ms
188.114.98.65:903,0.00%,204 ms
188.114.98.12:1074,0.00%,204 ms
188.114.99.130:1002,0.00%,204 ms
188.114.97.125:3581,0.00%,204 ms
188.114.98.208:934,0.00%,204 ms
188.114.97.8:928,0.00%,204 ms
188.114.99.208:2506,0.00%,204 ms
188.114.96.183:3476,0.00%,204 ms
188.114.99.250:928,0.00%,204 ms
188.114.97.248:1180,0.00%,204 ms
188.114.96.151:890,0.00%,204 ms
162.159.192.21:8319,0.00%,204 ms
188.114.97.83:5956,0.00%,204 ms
188.114.98.33:8742,0.00%,204 ms
188.114.99.14:3476,0.00%,204 ms
188.114.98.252:890,0.00%,204 ms
188.114.97.103:946,0.00%,204 ms
188.114.96.20:864,0.00%,204 ms
188.114.98.146:943,0.00%,204 ms
188.114.99.33:1843,0.00%,204 ms
188.114.98.215:1180,0.00%,204 ms
188.114.99.16:3476,0.00%,204 ms
188.114.99.53:894,0.00%,204 ms
188.114.99.161:7281,0.00%,204 ms
188.114.99.139:500,0.00%,204 ms
188.114.97.102:946,0.00%,204 ms
188.114.99.6:890,0.00%,204 ms
188.114.97.98:7156,0.00%,204 ms
188.114.96.220:1180,0.00%,204 ms
188.114.96.253:1014,0.00%,204 ms
188.114.99.164:4233,0.00%,204 ms
188.114.98.204:1180,0.00%,204 ms
188.114.97.115:894,0.00%,204 ms
188.114.98.86:859,0.00%,204 ms
188.114.98.31:955,0.00%,204 ms
188.114.98.248:859,0.00%,204 ms
188.114.97.249:3581,0.00%,204 ms
188.114.97.8:7559,0.00%,204 ms
188.114.98.57:955,0.00%,204 ms
188.114.99.52:894,0.00%,204 ms
188.114.97.76:987,0.00%,204 ms
188.114.98.132:1180,0.00%,204 ms
188.114.98.213:934,0.00%,204 ms
188.114.96.128:3138,0.00%,204 ms
188.114.98.11:1002,0.00%,204 ms
188.114.99.92:8854,0.00%,204 ms
188.114.97.234:4233,0.00%,204 ms
188.114.96.17:1074,0.00%,204 ms
188.114.98.131:1180,0.00%,204 ms
188.114.97.88:5956,0.00%,204 ms
188.114.98.178:7152,0.00%,204 ms
188.114.97.105:7156,0.00%,204 ms
188.114.97.237:891,0.00%,204 ms
188.114.99.107:8319,0.00%,204 ms
188.114.99.246:928,0.00%,204 ms
188.114.99.70:8319,0.00%,204 ms
188.114.98.208:1180,0.00%,204 ms
188.114.98.93:8854,0.00%,204 ms
188.114.97.178:968,0.00%,204 ms
188.114.98.153:1010,0.00%,204 ms
188.114.96.133:1074,0.00%,205 ms
188.114.96.194:5279,0.00%,205 ms
188.114.97.71:1014,0.00%,205 ms
188.114.98.46:7156,0.00%,205 ms
188.114.98.226:988,0.00%,205 ms
188.114.96.78:864,0.00%,205 ms
188.114.99.15:3476,0.00%,205 ms
188.114.96.158:4233,0.00%,205 ms
188.114.97.209:4177,0.00%,205 ms
188.114.99.158:4177,0.00%,205 ms
188.114.97.190:7152,0.00%,205 ms
188.114.99.2:890,0.00%,205 ms
188.114.98.125:878,0.00%,205 ms
188.114.97.178:8886,0.00%,205 ms
188.114.99.110:1002,0.00%,205 ms
188.114.96.101:8886,0.00%,205 ms
188.114.99.94:8319,0.00%,205 ms
188.114.97.11:7559,0.00%,205 ms
188.114.97.184:7152,0.00%,205 ms
188.114.98.184:1387,0.00%,205 ms
188.114.96.237:942,0.00%,205 ms
188.114.99.114:891,0.00%,205 ms
188.114.97.117:894,0.00%,205 ms
188.114.96.105:8886,0.00%,205 ms
188.114.98.54:955,0.00%,205 ms
188.114.98.228:955,0.00%,205 ms
188.114.97.99:946,0.00%,205 ms
188.114.97.23:894,0.00%,205 ms
188.114.96.137:7281,0.00%,205 ms
188.114.97.12:928,0.00%,205 ms
188.114.99.82:1180,0.00%,205 ms
188.114.99.12:3476,0.00%,205 ms
188.114.97.133:7156,0.00%,205 ms
188.114.97.66:987,0.00%,205 ms
188.114.96.253:1701,0.00%,205 ms
188.114.96.52:7103,0.00%,205 ms
188.114.96.13:1074,0.00%,205 ms
188.114.96.114:8886,0.00%,205 ms
188.114.99.83:8854,0.00%,205 ms
188.114.98.178:1387,0.00%,205 ms
188.114.97.159:2506,0.00%,205 ms
188.114.98.124:878,0.00%,205 ms
188.114.97.70:1014,0.00%,205 ms
188.114.98.177:1387,0.00%,205 ms
188.114.96.150:7281,0.00%,205 ms
188.114.96.14:1074,0.00%,205 ms
188.114.97.252:3581,0.00%,205 ms
188.114.96.179:1018,0.00%,205 ms
188.114.97.242:4233,0.00%,205 ms
188.114.98.211:1180,0.00%,206 ms
188.114.98.199:8742,0.00%,206 ms
188.114.98.148:1387,0.00%,206 ms
188.114.97.144:942,0.00%,206 ms
188.114.97.24:942,0.00%,206 ms
188.114.96.3:1074,0.00%,206 ms
188.114.99.109:8319,0.00%,206 ms
188.114.96.255:1014,0.00%,206 ms
188.114.99.26:968,0.00%,206 ms
188.114.99.253:1070,0.00%,206 ms
188.114.98.81:859,0.00%,206 ms
188.114.98.134:943,0.00%,206 ms
188.114.97.93:5956,0.00%,206 ms
188.114.97.226:891,0.00%,206 ms
188.114.96.51:7103,0.00%,206 ms
188.114.99.108:8319,0.00%,206 ms
188.114.98.5:1074,0.00%,206 ms
188.114.99.209:864,0.00%,206 ms
188.114.98.245:859,0.00%,206 ms
188.114.97.113:946,0.00%,206 ms
188.114.99.7:890,0.00%,206 ms
188.114.97.200:1010,0.00%,206 ms
188.114.99.25:3476,0.00%,206 ms
188.114.96.59:939,0.00%,206 ms
188.114.99.216:864,0.00%,206 ms
188.114.99.73:8319,0.00%,206 ms
188.114.98.217:934,0.00%,206 ms
188.114.96.41:864,0.00%,206 ms
188.114.96.209:946,0.00%,206 ms
188.114.98.90:8854,0.00%,206 ms
188.114.98.145:943,0.00%,206 ms
188.114.96.248:1014,0.00%,206 ms
188.114.99.62:1387,0.00%,206 ms
188.114.99.13:968,0.00%,206 ms
188.114.99.201:864,0.00%,206 ms
188.114.99.172:4233,0.00%,206 ms
188.114.96.89:7152,0.00%,206 ms
188.114.97.181:968,0.00%,206 ms
188.114.97.149:942,0.00%,206 ms
188.114.97.227:4233,0.00%,207 ms
188.114.98.84:859,0.00%,207 ms
188.114.98.4:1002,0.00%,207 ms
188.114.97.245:3581,0.00%,207 ms
188.114.99.100:1002,0.00%,207 ms
188.114.97.14:894,0.00%,207 ms
188.114.97.42:3138,0.00%,207 ms
188.114.97.165:2506,0.00%,207 ms
188.114.99.207:864,0.00%,207 ms
188.114.99.30:894,0.00%,207 ms
188.114.99.204:864,0.00%,207 ms
188.114.98.241:859,0.00%,207 ms
188.114.96.55:939,0.00%,207 ms
188.114.97.15:942,0.00%,207 ms
188.114.96.14:908,0.00%,207 ms
188.114.96.74:3854,0.00%,207 ms
188.114.97.127:3581,0.00%,207 ms
188.114.97.185:903,0.00%,207 ms
188.114.96.200:1010,0.00%,207 ms
188.114.99.232:8854,0.00%,207 ms
188.114.96.91:8319,0.00%,207 ms
188.114.97.142:7156,0.00%,207 ms
188.114.99.167:4233,0.00%,207 ms
188.114.98.122:1180,0.00%,207 ms
188.114.98.20:1074,0.00%,207 ms
188.114.97.136:7156,0.00%,207 ms
188.114.99.149:7281,0.00%,207 ms
188.114.97.193:7152,0.00%,207 ms
188.114.99.18:3476,0.00%,208 ms
188.114.97.195:903,0.00%,208 ms
188.114.97.190:903,0.00%,208 ms
188.114.99.8:890,0.00%,208 ms
188.114.96.67:864,0.00%,208 ms
188.114.96.30:8319,0.00%,208 ms
188.114.97.198:1010,0.00%,208 ms
188.114.96.161:2371,0.00%,208 ms
188.114.98.193:8742,0.00%,208 ms
188.114.98.57:7156,0.00%,208 ms
188.114.96.204:928,0.00%,208 ms
188.114.97.172:968,0.00%,208 ms
188.114.96.39:8319,0.00%,208 ms
188.114.96.127:3138,0.00%,208 ms
188.114.96.130:3138,0.00%,208 ms
188.114.99.14:968,0.00%,208 ms
188.114.99.165:4233,0.00%,208 ms
188.114.97.113:7156,0.00%,208 ms
188.114.97.218:946,0.00%,208 ms
188.114.97.180:968,0.00%,208 ms
188.114.97.189:7152,0.00%,208 ms
188.114.97.174:968,0.00%,208 ms
188.114.96.125:3138,0.00%,208 ms
188.114.98.204:934,0.00%,208 ms
188.114.99.200:864,0.00%,208 ms
188.114.98.181:7152,0.00%,208 ms
188.114.96.82:3854,0.00%,209 ms
188.114.97.156:2506,0.00%,209 ms
188.114.96.112:8886,0.00%,209 ms
188.114.98.244:987,0.00%,209 ms
188.114.96.224:946,0.00%,209 ms
188.114.97.207:4177,0.00%,209 ms
188.114.97.59:1074,0.00%,209 ms
188.114.97.131:3581,0.00%,209 ms
188.114.99.67:8319,0.00%,209 ms
188.114.97.188:903,0.00%,209 ms
188.114.96.67:3854,0.00%,209 ms
188.114.98.150:1010,0.00%,209 ms
188.114.97.169:2506,0.00%,209 ms
188.114.97.204:1010,0.00%,209 ms
188.114.96.234:7156,0.00%,209 ms
188.114.99.94:1002,0.00%,209 ms
188.114.96.151:7281,0.00%,209 ms
188.114.97.91:5956,0.00%,209 ms
188.114.97.168:1010,0.00%,210 ms
188.114.97.169:1010,0.00%,210 ms
188.114.97.20:894,0.00%,210 ms
188.114.97.205:1010,0.00%,210 ms
188.114.97.209:1010,0.00%,210 ms
188.114.97.90:942,0.00%,210 ms
188.114.96.218:946,0.00%,210 ms
188.114.99.251:928,0.00%,210 ms
188.114.96.23:8319,0.00%,210 ms
188.114.99.140:500,0.00%,210 ms
188.114.98.136:880,0.00%,210 ms
188.114.99.188:939,0.00%,210 ms
188.114.97.133:3581,0.00%,210 ms
188.114.97.49:1074,0.00%,210 ms
188.114.97.199:1010,0.00%,210 ms
188.114.97.253:3581,0.00%,210 ms
188.114.97.188:7152,0.00%,210 ms
188.114.97.50:945,0.00%,210 ms
188.114.99.10:890,0.00%,211 ms
188.114.99.109:1002,0.00%,211 ms
188.114.97.186:7152,0.00%,212 ms
188.114.98.207:1180,0.00%,212 ms
188.114.97.140:3581,0.00%,213 ms
188.114.97.164:1010,0.00%,213 ms
188.114.97.162:2506,0.00%,213 ms
188.114.97.167:1010,0.00%,214 ms
188.114.97.155:2506,0.00%,214 ms
188.114.97.162:1010,0.00%,215 ms
188.114.97.150:942,0.00%,215 ms
188.114.96.228:7156,0.00%,217 ms
188.114.97.161:2506,0.00%,218 ms
188.114.97.148:942,0.00%,218 ms
188.114.97.179:968,0.00%,218 ms
188.114.96.89:8319,0.00%,219 ms
188.114.98.82:946,0.00%,219 ms
188.114.97.200:4177,0.00%,219 ms
188.114.99.219:8854,0.00%,219 ms
188.114.96.100:968,0.00%,219 ms
188.114.97.202:1010,0.00%,219 ms
188.114.98.159:1010,0.00%,219 ms
188.114.96.125:1074,0.00%,219 ms
188.114.96.139:890,0.00%,220 ms
188.114.96.118:968,0.00%,220 ms
188.114.97.86:5956,0.00%,220 ms
188.114.99.99:8319,0.00%,220 ms
188.114.98.37:8742,0.00%,220 ms
188.114.97.96:942,0.00%,220 ms
188.114.96.158:2371,0.00%,220 ms
188.114.98.104:945,0.00%,220 ms
188.114.98.32:8742,0.00%,220 ms
188.114.98.104:1014,0.00%,220 ms
188.114.98.42:955,0.00%,220 ms
188.114.96.174:8854,0.00%,221 ms
188.114.96.104:968,0.00%,221 ms
188.114.98.245:987,0.00%,221 ms
188.114.98.63:903,0.00%,221 ms
188.114.96.236:7156,0.00%,221 ms
188.114.97.166:1010,0.00%,221 ms
188.114.98.174:894,0.00%,221 ms
188.114.96.18:1074,0.00%,221 ms
188.114.96.164:4233,0.00%,221 ms
188.114.96.152:2371,0.00%,221 ms
188.114.96.235:7156,0.00%,221 ms
188.114.98.159:1387,0.00%,222 ms
188.114.99.104:8319,0.00%,222 ms
188.114.98.107:1014,0.00%,222 ms
188.114.97.18:894,0.00%,222 ms
188.114.97.39:955,0.00%,222 ms
188.114.98.87:8854,0.00%,222 ms
188.114.97.201:4177,0.00%,222 ms
188.114.96.110:8886,0.00%,222 ms
188.114.98.44:7156,0.00%,222 ms
188.114.96.93:7152,0.00%,222 ms
188.114.99.114:1070,0.00%,222 ms
188.114.96.102:8886,0.00%,222 ms
188.114.98.45:955,0.00%,222 ms
188.114.97.67:987,0.00%,222 ms
188.114.97.66:1014,0.00%,222 ms
188.114.99.186:939,0.00%,222 ms
188.114.99.201:2506,0.00%,223 ms
188.114.96.232:7156,0.00%,223 ms
188.114.96.203:928,0.00%,223 ms
188.114.97.65:1014,0.00%,223 ms
188.114.97.147:942,0.00%,223 ms
188.114.98.133:878,0.00%,223 ms
188.114.99.152:7281,0.00%,223 ms
188.114.99.6:945,0.00%,223 ms
188.114.97.87:5956,0.00%,223 ms
188.114.97.31:3138,0.00%,223 ms
188.114.97.80:5956,0.00%,223 ms
188.114.97.4:928,0.00%,223 ms
188.114.98.72:928,0.00%,223 ms
188.114.96.224:1180,0.00%,223 ms
188.114.99.239:928,0.00%,223 ms
188.114.98.235:988,0.00%,223 ms
188.114.97.47:945,0.00%,223 ms
188.114.96.65:3854,0.00%,223 ms
188.114.98.25:1074,0.00%,223 ms
188.114.98.91:7103,0.00%,223 ms
188.114.99.81:1180,0.00%,223 ms
188.114.96.43:8319,0.00%,223 ms
188.114.99.27:968,0.00%,223 ms
188.114.99.32:894,0.00%,223 ms
188.114.99.76:8319,0.00%,223 ms
188.114.97.237:4233,0.00%,223 ms
188.114.99.52:1387,0.00%,223 ms
188.114.97.101:7156,0.00%,223 ms
188.114.98.36:8742,0.00%,224 ms
188.114.98.220:988,0.00%,224 ms
188.114.96.106:968,0.00%,224 ms
188.114.96.220:946,0.00%,224 ms
188.114.99.139:1002,0.00%,224 ms
188.114.99.222:8854,0.00%,224 ms
188.114.96.145:890,0.00%,224 ms
188.114.96.236:942,0.00%,224 ms
188.114.96.145:7281,0.00%,224 ms
188.114.97.58:1074,0.00%,224 ms
188.114.99.123:1070,0.00%,224 ms
188.114.98.173:894,0.00%,224 ms
188.114.99.134:1002,0.00%,224 ms
188.114.96.105:968,0.00%,224 ms
188.114.99.81:8854,0.00%,224 ms
188.114.98.217:1180,0.00%,224 ms
188.114.96.152:4233,0.00%,224 ms
188.114.98.156:1387,0.00%,224 ms
188.114.96.181:5279,0.00%,224 ms
188.114.99.1:890,0.00%,224 ms
188.114.96.77:3854,0.00%,224 ms
188.114.98.20:854,0.00%,224 ms
188.114.96.119:968,0.00%,224 ms
188.114.99.76:880,0.00%,224 ms
188.114.96.249:1014,0.00%,224 ms
188.114.98.250:945,0.00%,224 ms
188.114.99.222:2371,0.00%,224 ms
188.114.96.216:946,0.00%,224 ms
188.114.99.89:8854,0.00%,224 ms
188.114.97.64:987,0.00%,224 ms
188.114.96.240:1701,0.00%,224 ms
188.114.96.60:939,0.00%,224 ms
188.114.98.225:955,0.00%,225 ms
188.114.98.25:854,0.00%,225 ms
188.114.99.180:4233,0.00%,225 ms
188.114.99.95:1002,0.00%,225 ms
188.114.97.54:945,0.00%,225 ms
188.114.96.13:908,0.00%,225 ms
188.114.96.112:968,0.00%,225 ms
188.114.96.170:1018,0.00%,225 ms
188.114.97.233:891,0.00%,225 ms
188.114.96.191:5279,0.00%,225 ms
188.114.98.142:880,0.00%,225 ms
188.114.99.217:2371,0.00%,225 ms
188.114.96.251:1014,0.00%,225 ms
188.114.99.216:2506,0.00%,225 ms
188.114.97.4:7559,0.00%,225 ms
188.114.98.68:903,0.00%,225 ms
188.114.96.69:3854,0.00%,225 ms
188.114.99.10:945,0.00%,225 ms
188.114.97.86:942,0.00%,225 ms
188.114.99.251:1070,0.00%,225 ms
188.114.99.194:7103,0.00%,225 ms
188.114.96.92:7152,0.00%,225 ms
188.114.97.41:955,0.00%,225 ms
188.114.98.82:859,0.00%,225 ms
188.114.97.32:3138,0.00%,225 ms
188.114.99.103:8319,0.00%,225 ms
188.114.98.3:1074,0.00%,225 ms
188.114.98.26:1074,0.00%,225 ms
188.114.96.233:942,0.00%,225 ms
188.114.97.201:1010,0.00%,225 ms
188.114.99.51:894,0.00%,225 ms
188.114.96.213:1180,0.00%,225 ms
188.114.96.18:908,0.00%,225 ms
188.114.99.36:894,0.00%,225 ms
188.114.99.16:968,0.00%,225 ms
188.114.98.229:988,0.00%,225 ms
188.114.97.71:987,0.00%,226 ms
188.114.96.121:1074,0.00%,226 ms
188.114.99.230:8854,0.00%,226 ms
188.114.96.189:3476,0.00%,226 ms
188.114.99.221:2371,0.00%,226 ms
188.114.98.228:988,0.00%,226 ms
188.114.96.65:864,0.00%,226 ms
188.114.97.15:894,0.00%,226 ms
188.114.98.84:946,0.00%,226 ms
188.114.96.131:3138,0.00%,226 ms
188.114.97.101:946,0.00%,226 ms
188.114.99.150:7281,0.00%,226 ms
188.114.96.229:7156,0.00%,226 ms
188.114.98.88:8854,0.00%,226 ms
188.114.99.65:8319,0.00%,226 ms
188.114.97.0:7559,0.00%,226 ms
188.114.99.15:968,0.00%,226 ms
188.114.99.89:1180,0.00%,226 ms
188.114.98.121:1180,0.00%,226 ms
188.114.96.240:1014,0.00%,226 ms
188.114.96.148:890,0.00%,226 ms
188.114.96.143:890,0.00%,226 ms
188.114.97.0:928,0.00%,226 ms
188.114.99.118:891,0.00%,226 ms
188.114.96.227:7156,0.00%,226 ms
188.114.98.162:1387,0.00%,226 ms
188.114.98.3:1002,0.00%,226 ms
188.114.97.30:955,0.00%,226 ms
188.114.96.8:1074,0.00%,226 ms
188.114.96.251:1701,0.00%,226 ms
188.114.98.223:955,0.00%,226 ms
188.114.96.245:1701,0.00%,226 ms
188.114.97.30:3138,0.00%,226 ms
188.114.96.31:8319,0.00%,226 ms
188.114.98.11:1074,0.00%,226 ms
188.114.99.82:8854,0.00%,226 ms
188.114.96.177:1018,0.00%,226 ms
188.114.96.122:1074,0.00%,226 ms
188.114.97.124:894,0.00%,226 ms
188.114.98.233:955,0.00%,227 ms
188.114.98.175:894,0.00%,227 ms
188.114.98.179:7152,0.00%,227 ms
188.114.96.136:7281,0.00%,227 ms
188.114.96.4:1074,0.00%,227 ms
188.114.99.63:1387,0.00%,227 ms
188.114.97.63:945,0.00%,227 ms
188.114.97.177:8886,0.00%,227 ms
188.114.99.54:894,0.00%,227 ms
188.114.96.238:7156,0.00%,227 ms
188.114.98.14:1002,0.00%,227 ms
188.114.98.140:880,0.00%,227 ms
188.114.96.191:3476,0.00%,227 ms
188.114.99.230:2371,0.00%,227 ms
188.114.98.143:943,0.00%,227 ms
188.114.99.148:7281,0.00%,227 ms
188.114.97.19:894,0.00%,227 ms
188.114.98.220:955,0.00%,227 ms
188.114.96.80:3854,0.00%,227 ms
188.114.99.227:2371,0.00%,227 ms
188.114.96.77:864,0.00%,227 ms
188.114.98.110:1014,0.00%,227 ms
188.114.99.120:891,0.00%,227 ms
188.114.96.36:864,0.00%,227 ms
188.114.98.126:878,0.00%,227 ms
188.114.97.242:891,0.00%,227 ms
188.114.96.33:8319,0.00%,227 ms
188.114.96.62:864,0.00%,227 ms
188.114.97.193:903,0.00%,227 ms
188.114.98.131:878,0.00%,227 ms
188.114.97.170:1010,0.00%,227 ms
188.114.96.126:3138,0.00%,227 ms
188.114.99.91:1180,0.00%,227 ms
188.114.98.87:7103,0.00%,227 ms
188.114.98.133:1180,0.00%,227 ms
188.114.99.132:1002,0.00%,227 ms
188.114.96.97:7152,0.00%,227 ms
188.114.96.32:864,0.00%,227 ms
188.114.98.191:880,0.00%,227 ms
188.114.99.111:891,0.00%,227 ms
188.114.98.188:1387,0.00%,227 ms
188.114.98.235:955,0.00%,227 ms
188.114.98.234:955,0.00%,228 ms
188.114.99.218:8854,0.00%,228 ms
188.114.96.165:2371,0.00%,228 ms
188.114.99.186:7103,0.00%,228 ms
188.114.98.30:8742,0.00%,228 ms
188.114.98.52:7156,0.00%,228 ms
188.114.96.80:864,0.00%,228 ms
188.114.96.118:8886,0.00%,228 ms
188.114.97.83:942,0.00%,228 ms
188.114.98.184:7152,0.00%,228 ms
188.114.97.249:1180,0.00%,228 ms
188.114.97.39:3138,0.00%,228 ms
188.114.98.248:987,0.00%,228 ms
188.114.99.24:3476,0.00%,228 ms
188.114.99.170:4233,0.00%,228 ms
188.114.99.215:2506,0.00%,228 ms
188.114.96.109:968,0.00%,228 ms
188.114.97.87:942,0.00%,228 ms
188.114.98.5:1002,0.00%,228 ms
188.114.96.227:942,0.00%,228 ms
188.114.97.3:7559,0.00%,228 ms
188.114.99.113:891,0.00%,228 ms
188.114.97.58:945,0.00%,228 ms
188.114.99.126:500,0.00%,228 ms
188.114.97.47:1074,0.00%,228 ms
188.114.97.210:4177,0.00%,229 ms
188.114.99.44:1387,0.00%,229 ms
188.114.98.212:934,0.00%,229 ms
188.114.97.53:945,0.00%,229 ms
188.114.98.32:955,0.00%,229 ms
188.114.99.105:8319,0.00%,229 ms
188.114.96.167:4233,0.00%,229 ms
188.114.99.226:8854,0.00%,229 ms
188.114.96.103:8886,0.00%,229 ms
188.114.97.110:7156,0.00%,229 ms
188.114.97.156:1010,0.00%,229 ms
188.114.97.212:854,0.00%,229 ms
188.114.97.191:7152,0.00%,229 ms
188.114.97.134:3581,0.00%,229 ms
188.114.99.49:894,0.00%,230 ms
188.114.98.151:1010,0.00%,230 ms
188.114.96.126:1074,0.00%,230 ms
188.114.99.129:500,0.00%,230 ms
188.114.98.175:946,0.00%,230 ms
188.114.98.152:1010,0.00%,230 ms
188.114.96.171:1018,0.00%,230 ms
188.114.98.126:1180,0.00%,230 ms
188.114.99.103:1002,0.00%,230 ms
188.114.99.223:8854,0.00%,230 ms
188.114.99.21:3476,0.00%,231 ms
188.114.98.158:1010,0.00%,231 ms
188.114.96.156:4233,0.00%,231 ms
188.114.98.145:880,0.00%,231 ms
188.114.98.151:1387,0.00%,231 ms
188.114.96.33:864,0.00%,231 ms
188.114.99.135:1002,0.00%,231 ms
188.114.97.248:3581,0.00%,231 ms
188.114.98.52:955,0.00%,231 ms
188.114.98.14:1074,0.00%,231 ms
188.114.99.148:4177,0.00%,231 ms
188.114.97.40:955,0.00%,231 ms
188.114.98.155:1010,0.00%,231 ms
188.114.99.191:7103,0.00%,232 ms
188.114.98.67:928,0.00%,232 ms
188.114.96.106:8886,0.00%,232 ms
188.114.96.36:8319,0.00%,232 ms
188.114.99.118:1070,0.00%,232 ms
188.114.96.230:942,0.00%,232 ms
188.114.96.97:8319,0.00%,232 ms
188.114.96.26:864,0.00%,232 ms
188.114.99.62:894,0.00%,232 ms
188.114.96.28:8319,0.00%,232 ms
188.114.99.50:894,0.00%,232 ms
188.114.96.225:7156,0.00%,232 ms
188.114.98.163:1010,0.00%,233 ms
188.114.96.136:890,0.00%,233 ms
188.114.98.21:854,0.00%,233 ms
188.114.97.70:987,0.00%,233 ms
188.114.96.237:7156,0.00%,233 ms
188.114.97.203:4177,0.00%,234 ms
188.114.97.63:1074,0.00%,234 ms
188.114.98.197:8742,0.00%,234 ms
188.114.97.28:894,0.00%,234 ms
188.114.97.151:945,0.00%,234 ms
